Name,Candidate,Query,Label
Little house in a Berkeley garden,"My boyfriend and I stayed at the Little House for 2 nights, on President's Day weekend (also my birthday!). The house was ADORABLE and so so comfortable.  We didn't get to visit with Erica much,  but she was so sweet and hospitable, even from the sidelines. All of the little details were so well thought out, from the robes and teas to the guidebook and coffee.  We loved every minute of our trip! We'll definitely try to book the Little House again next time we're going up to the Bay Area. Thanks,  Erica!",Oakland,0
Little house in a Berkeley garden,"Would definitely recommend this garden cottage! Great for 1-2 people, the space is private, intimate, and relaxing. The location is perfect—close enough to San Francisco and surrounding cities but away from the chaos of the city. The location was our main hub as we traveled throughout CA during the week. The little house was very clean and well kept. The outdoor shower was a great extra feature— we were a little doubtful about showering in the chilly evenings, but the hot shower with surrounding fairy lights was HEAVENLY. Erica was an amazing host and checked in with us during our stay. She was thoughtful and made sure every detail was perfect— leaving coffee beans and grinder for us, asking beforehand what kind of milk we use, leaving fresh robes for us to use for the outdoor shower. Also, the process of checking in and out was super easy and fast. We loved our stay at Erica's place and would highly recommend this rental.",Oakland,0
Little house in a Berkeley garden,"A gem of a place in an enchanted garden. It’s small but tasteful, confortable and inspiring. There is everything you need from delicious coffee, the best tea selection, confortable mattress and a poetic je ne sais quoi to the whole experience. Once we got to know the area, we loved grocery shopping at the Berkeley Bowl market and getting our breakfast there in the morning. We felt like locals and loved it! Erica is a delightful hostess, helpful and thoughtful.Thank you Erica for this wonderful experience.",Oakland,0
Lovely garden entry studio near shops and transit,"Marty & David are great host. What we love about Marty’s place is, you have your own privacy & they also respect your privacy. Her place was so clean & immaculate. We also have our own parking place on their drive way which is so convenient for us. It’s hard to park in Alameda & one thing that worried us at night, we might not get a parking space on the street. At least with Marty’s place we have our own parking space even if we return to the studio late night.. no worries  & no stress . We will book again with Marty’s place when we return to the Bay Area for a long weekend getaway in the future. Thankful that we had a wonderful & pleasant stay at Marty’s place.",Oakland,0
Lovely garden entry studio near shops and transit,"Marty’s place was the best place we could imagine staying during our vacation to San Francisco!  Her place was immaculately clean and the bed was super comfortable.  She has done a fantastic job making sure no detail is forgotten.  Marty took the time to print maps and schedules to help us figure out how to take a quick (cheap) ferry ride over into San Francisco.  This saved us quite a bit of money and time for parking and driving in the crazy traffic.  The neighborhood and Alameda area were extremely safe and clean.  We ate in several nice restaurants close to the house and even caught a movie in the lovely nostalgic Alameda Theatre.  Beautiful home, beautiful area.",Oakland,0
Lovely garden entry studio near shops and transit,"This cozy, colorful, clean room is just the place in which to relax. Every amenity has been thought of including extra pillows, TV, reading lamps for everyone, tissues for all, hair dryer, even things like toothbrushes and makeup remover!  The garden is lovely, delightful restaurants and cafes are within walking distance, the beds are comfortable and we thoroughly enjoyed our all too brief stay here. Marty herself is warm and welcoming but gives one privacy, a perfect combination. If you use the Oakland airport it is only minutes away. We highly recommend her place.",Oakland,0
Luxury Casita in Rockridge Garden,"Diana's casita is absolutely beautiful! The space was clean and bright due to the natural light that comes through the windows. With luxurious touches like a heated bathroom floor, a large shower, and beautiful succulent plants, I felt like we were staying in a top-rated hotel. We visited many of the places suggested on the card left for us in the room -- and loved them all! The space is centrally located, a close distance to great attractions in Oakland and in Berkeley. I couldn't have asked for a better place to stay for our week in Oakland, CA!",Oakland,0
Luxury Casita in Rockridge Garden,"This place is awesome! Great location, beautiful walk to the BART, and walking distance to a number of amazing local mainstays and businesses in a hip part of town. The place is super easy to get in an out of without feeling obtrusive and us super comfortable with lots of great design and style. The fridge was stocked with awesome beer, the bed was incredibly comfy, and the bathroom has a heated floor...what the heck else do you need? Also, loved that there wasn’t a TV. Go sit outside on the awesome patio and talk about how lame its going to be when you have to leave this place.",Oakland,0
Luxury Casita in Rockridge Garden,"The space is exactly as represented in the photos and description:   this is a very sleek, stylish, clean,  and  modern casita, with a great bed, bath,  and amenities.  Particularly loved the wonderful light, windows and  design elements of the ceiling and interior.  Diane was prompt and clear in all communications, and very warm and helpful at check-in and check-out, and in sharing some excellent tips for restaurants, coffee shops and neighborhood activities.  We enjoyed every element of our stay at Diane's place and hope to be back again soon!",Oakland,0
Luxury Casita in Rockridge Garden,"The house is spotless! It looks way better than the photos. It’s a beautiful modern tastefully decorated clean guesthouse. Shower was very warm, water pressure was perfect, they have everything you need for your stay—hair drier, iron board, heater, ref-ridge. I just felt very comfortable staying with my 1-year old baby. Diana kindly let us use her backyard to decorate for baby’s birthday table, and we got a beautiful photo and unforgettable memories. The patio garden is very pretty and Mia was so adorable and calm. My daughter loved her, too! She also gave us a crib for my baby. As a former resident from the east bay, the location is just perfect—lots of shops and restaurants on the main street, nice and safe neighborhood,  close to SF, near berkeley,  also close to korean restaurants. 
Diana is very responsive, and she was even away when we stayed, but responded to all requests right away.  We’ll stay here again when we visit SF!",Oakland,0
Magical Modern Cottage,"We were greeted by Colin right after we parked. The street is lovely and quiet, it feels like a safe neighborhood with a lot of people who have probably lived in their homes a while. The house we stayed in is a back house with gorgeous landscaping and a beautiful bedroom; there is a cool skylight and we could see the moon at night. I loved staying in Oakland and it really felt like we were removed from the city, when we’d go back to retreat during the day/evening. There was a list of tips provided for us to go to eat, get coffee/drinks, etc. I wish we could’ve stayed longer to try out their other recommendations, hopefully we can go back to stay with them soon! ",Oakland,0
Magical Modern Cottage,"Fans of modern architecture will love what has been done in such a tiny cottage. Clean, cozy, comfortable (if you are willing to navigate a tight staircase a few times each day).  Great mattress on the bed. Nice shared back yard with main dwelling - we sat with a glass of wine awaiting the rain and watching the birds.  No microwave, but there is a fridge, very small (6” wide) sink & two burners for a basic meal. Better choice is to explore Rockridge/Temescal area eateries, many within 1/2 to a mile walk.  Relatively quiet area given proximity to major Oakland-Berkeley streets and Rockridge BART station. 
Colin greeted us upon arrival and told us all we needed to know about the place and area.  Lovely going to sleep upstairs with the rain falling. We had a nice time with a day for exploring & a day mostly on site. Not recommended for those with mobility issues or people really craving  their “elbow room.”",Oakland,0
Modern + Private Guest Suite! 12 mins to SF!!,"Leo’s apartment is a beautiful find in San Francisco with a really wonderful host! Leo was highly responsive, very easy to interact with and left us all the information we needed in advance so we didn’t have to worry or pester about anything. The apartment itself is clean, well furnished (loved having a hair dryer and iron readily available!) with plenty of space. We picked the apartment hoping to find a pleasant space still close to the city for cheaper than in the CBD and that was certainly what we found!",Oakland,0
Modern Retro Private Studio,"First of all, as a host, Justin couldn't be kinder or more helpful with suggestions and answers to any and all questions.  The private room is absolutely lovely.  Contemporary, clean with a light bright feel. It's located on a beautiful street within walking distance to lots of great restaurants and coffee.  I had an absolutely perfect stay and walked everywhere.  Spring has already come to Berkeley with multiple trees and flowers blooming and the scent in the air is pure poetry.  I highly recommend Justin's place and will most definitely be back the the next time I'm in Berkeley",Oakland,0
Modern Retro Private Studio,"Berkeley is such a cool pocket of NorCal, this place is PERFECT for exploring and enjoying all the city has to offer. This place is so cozy comfy, equipped with all the essentials that make it feel like a home, and hosted by the loveliest folks. Justin was so easy to communicate with — he eased all our concerns and ensured our stay was enjoyable. Seriously couldn’t have asked for a better experience! So highly recommended!

(*The bed is ridiculously comfortable!)
(** The location really isn’t all that hilly — especially when taking into account how hilly the Bay Area is in general. Don’t let it deter you!)",Oakland,0
Modern Retro Private Studio,"This is a lovely, tranquil, very clean room in a quiet neighborhood of Berkeley. For me, it was within walking distance of the Downtown Berkeley BART and the north side of the UC Berkeley campus. You do have to walk uphill a bit to get to the place, so keep that in mind if you have luggage other than a backpack. Grocery stores, coffee shops, and restaurants are also within walking distance. I had to make a short job-related trip to UC Berkeley and this place was perfect for getting some work done in the evening. I did not use the microwave or mini-fridge, but the fridge is sizable for being mini! Photos and description are accurate. Justin is exceptionally responsive and promptly replied to my request and questions. Check-in and check-out were super easy. I highly recommend Justin's place if you need a nice, clean place to stay in the East Bay Area and do not require a kitchen!",Oakland,0
Modern Retro Private Studio,"Justin's studio is a nicely decorated first-floor room next to his garage. It is painted a charming shade of blue,  has a lovely wood floor and is accentuated with white trim and window shades.  It has everything we needed for our two-day stay and is located conveniently near Berkeley's Gourmet Ghetto.  My husband and I enjoy walking and looking at the local architecture, and the streets abutting the studio provided abundant opportunities for exploring the different building styles. Justin, himself, was very accommodating.  He was quick to respond to any of our requests and gave good advice about visiting some of the sights nearby.  On our last morning there, we had delicious croissants and lattes at Masse's, a little slice of Paris on Shattuck.",Oakland,0
Modern Zen Studio Cottage in Temescal,"We absolutely loved this little space that actually felt incredibly spacious considering. The aesthetic was on point, it was clean, it was comfortable and it was in the perfect location. Walking distance from everything you needed and a short Lyft ride to the Fox Theater. Parking was no issue. Kim & Taj were quick in responding when I booked this space months prior and very thorough in check in/out instructions several days before arriving. Would stay here again in a heartbeat and wish I could call that little space home! Thanks so much for having us.",Oakland,0
Modern Zen Studio Cottage in Temescal,"Kim and Taj's cottage was the perfect place to stay when we were in Oakland for a wedding. The Temescal and Rockridge areas were really fun to explore, and there were great restaurants right around the corner from their house. Street parking was easy over the weekend and it's only a 5 minute walk from the BART. The cottage itself was clean, light (with tons of windows) and a lovely design. We felt like we had our own tiny house for the weekend! My husband and I would both definitely stay here again.",Oakland,0
Modern Zen Studio Cottage in Temescal,"We loved our stay at this cute and stylish studio. I loved the colors, the decoration, and the natural light in the morning. The bed was incredibly comfortable, and the neighborhood was quiet. Loved the size of the bathroom and shower. The studio was clean and had many great amenities like a heater, fan, and humidifier. The location is ideal. Street parking was easy to find. The studio is close to a brewery and to some of my favorites places to eat in the Bay:  Bake-sale Betty's and Burma Superstar.  I would definitely stay here again and cannot recommend this place enough.",Oakland,0
Need an awesome space to crash?,"My boyfriend and I had a lovely time staying at Christian's! Christian was such a welcoming host who always made sure that we were having a good time and gave us loads of insider tips to better explore the city. Leading up to the trip, he was very communicative, too, answering questions within minutes of us asking them.

The house is located in Oakland near a train station that takes you to the heart of San Francisco within 10  or 15 minutes. The room itself was very cozy, perfectly blending in to the rest of the house, which was very stylishly decorated - from kitchen to bathroom - the whole place felt warm and welcoming.

There's really nothing to criticise - we'd definitely come again!",Oakland,0
Need an awesome space to crash?,"This is the perfect place to stay when in the Bay Area! Christian and Jackie are wonderful, and we were the beneficiaries of the heavenly aroma of baking bread and the delicious results for the rest of our stay! They were very helpful with advice on transportation and food, and great for a general chat as well. The house and room are very clean and bigger than expected, and I love the decor (dinosaurs everywhere!). It's an easy walk to the West Oakland BART station and the very next stop is in San Francisco. Great value, great location, great hosts, I highly recommend them!",Oakland,0
Need an awesome space to crash?,"Staying with Jackie and Christian was more fun and comfortable than I expected! They shared their local knowledge, homemade bread, common space, and activity recommendations. They were available to chat and debrief after a full day's activities, but not overbearing at all! I would love to come again if I'm back in the SF/Oakland area.

Their street is very comfortable/safe, but a few streets from the BART West Oakland to their home may seem unsafe or less well kept. If you're uncomfortable, getting an Uber/Lyft is quick and convenient, as well as contacting Christian and Jackie for the best walking route. When my friend and I stayed (two women, recent college grads) we had no issues... Just something to keep in mind (just like traveling to any unfamiliar neighborhood). ",Oakland,0
Need an awesome space to crash?,"I had a very comfortable stay at Christian's place, the space was great and very clean. I arrived very early to drop off my bag, and they welcomed me right in, allowed me to leave my bag while they finished cleaning, and went ahead and gave me a key and showed me to ropes before I headed out to explore for the day. When I returned everything was clean and lovely, and I enjoyed sharing the common space with fellow airbnb'ers in the morning, chatting over coffee. Loved sitting outside in the garden/patio area as well! About a 15 minute walk to town, very doable, and also very accessible with buses and the BART station. Thank you, I would stay again!",Oakland,0
Need an awesome space to crash?,"Staying at Christian and Jackie's was absolute perfect. The house is lovely, clean and spacious and there is even a back yard where you can sit and have a nice breakfast in the morning. The hosts are friendly and helpful. Christian gave us brochures and tips on what to do as soon as we got there. Jackie baked some bread and it was delicious. The house is very close to West Oakland BART station and it's a perfect location to visiting both Oakland and San Francisco. I definitely recommend to stay at their place",Oakland,0
New modern Euro-style studio in Elegant Victorian,"Cara’s Airbnb is one of the best we’ve stayed in. For a studio the place is organized very well that it still felt spacious. The decor is modern, the place is very clean, and as a host she communicates very well. We didn’t have time to go grocery shopping and we were delighted there was water and food items available to us in the fridge if we wanted them. There is a train track nearby and once in a while you can hear the train going by, but the noise didn’t bother us. Thank you again for everything and I would love to come stay here again the next time we visit Berkeley!",Oakland,0
Private Cabin by Lake Merritt,"This is our second stay at the cabin with gracious hosts Dennis and Amy.  We chose it for the proximity to our daughter and son-in-law, but we would choose it even if we did not have family in the neighborhood.  The outdoor shower is amazing, and I love the there is no TV there: it's a nice respite.  There is wifi if needed, but honestly, we just enjoyed our morning coffee and heading out into the city. The location is perfect for enjoying many of Oakland's prime areas.  Do not hesitate to book this place for it's location, restful sleep, fantastic shower, and getting to know Dennis and Amy!",Oakland,0
Private Cabin by Lake Merritt,"We had a wonderful stay. The only couple of items I would mention that could be improved are we had difficulty working the shades on the windows, and the hot water in the shower seemed to run out a bit too quickly. The outdoor shower though was great, and refreshing, and a very unique enjoyable experience. Overall it is such a great space, location, amenities as advertised, and Amy and Dennis were so responsive, welcoming, and we loved meeting their dog too! We felt safe, and it was nice and quite and peaceful. My husband also fell in love with the coffee :) . Thank-you for everything Amy & Dennis! We hope to be back again.",Oakland,0
Private Cabin by Lake Merritt,"Had a lovely two night stay.  Dennis greeted us and showed us around and was very welcoming and funny.  We loved all the little touches of the cabin - comfortable bed, extra towels, soap and shampoo, sparkling water, privacy.   It has a classic antique sort of feeling and everything is so well maintained you could feel that this little space has been well cared for. We especially liked tuning into the jazz station from the analog radio. On a quiet street just a couple blocks from shops/restaurants and about a 30 minute stroll along the lake to BART.",Oakland,0
Private Cabin by Lake Merritt,"This place is a gem. A cozy, über homey private spot w a great location. When I first got there, Dennis greeted and acquainted me with the place. I've never been in a tiny home but my guess is this is what it would be like. My favorite parts are the loft bed (heads up you do need to climb a ladder) & outdoor shower. There's clean towels, a kitchenette (no stove), tea, coffee and even extra toiletries to use if you need. I loved the sparkling water in the fridge as well as the robe and slippers to use for the bath. Waking up in the morning or ending my day with a run/walk around the lake (just steps away) was the best. Central location makes anything you need an Uber ride/Bart/walk away. Mahalo Amy & Dennis for the beautiful stay. I got to fall in love w Oakland. Will definitely be back!",Oakland,0
Private Cabin by Lake Merritt,"Amy & Dennis’s cabin exceeded my expectations. Communication was timely and thoughtful, and it was very easy to check in and check out. They were very accommodating about checking us in when we arrived a little earlier than expected. I was at first nervous about the outdoor shower situation but it is incredibly private and the area is kept very clean. The bathrobes and slippers they provide are also a nice touch! The cabin is very homey, and the coffee, tea, water, sugar, and cream provided were all very much appreciated. The speaker system is GREAT, and overall you can just tell that they love their home and want other guests to feel that way as well. Plus, there’s just something very charming and nostalgic about sleeping in a loft that I love. I would definitely stay here again if I’m ever back in town!",Oakland,0
Private Cabin by Lake Merritt,"Wonderful hosts, awesome location! Amy and Dennis were lovely hosts, and their cabin location is nothing short of amazing. We felt like we were in a cabin oasis, with the city laid out just beyond the gate. A truly unique space, rustic yet urbane, with every detail you could think of - even the outdoor shower was quaint and cosy. Our hosts were available and responsive, and their local tips were on the nose. Listening to live jam sessions was an added bonus! We felt right at home, and we were glad to have taken a friend’s recommendation to book this location. Thanks, Amy and Dennis!",Oakland,0
Private Casita with Stunning View,"Melia's casita is a wonderful place to stay when in the Bay Area!  I have stayed at many homes when visiting family in the Bay Area, and this one was the most well-appointed, with thoughtful touches for decorating and amenities for breakfast, among other highlights.  The view from the private deck is very lovely, and we had fun eating breakfast in the morning and watching planes taking off and landing at Oakland Airport.  I would highly recommend this great place for any visitors, and I hope to be able to stay there again in the near future!",Oakland,0
Private Casita with Stunning View,"Melia's place was outstanding! It is in a great location, quiet neighborhood and easy to find and navigate. We did a lot in and around the city, about an hour drive anytime we went into San Francisco but that's because of bridge traffic.  Stunning views right from the porch! Her place was sparkling clean with a ton of thoughtful touches and amenities. Such as breakfast options, cooking supplies, and a french press for coffee lovers!  The bed was comfortable with lots of pillows and extra blankets! After long days out in the city we enjoyed being able to cuddle up on the couch and stream some movies. We  really enjoyed our stay and would recommend it for anyone looking to explore the beauty in and around San Francisco! Thank you!",Oakland,0
Private Casita with Stunning View,"This was my first time using Airbnb and Melia certainly made it a pleasant experience! She is the type of host who truly cares about the comfort and satisfaction of her guests. She provides everything you need, and then some. Not to mention her home has an amazing view! I highly recommend staying here for a trip to California. It was not far at all from San Francisco and you could easily get to the major highway. Melia was super friendly and accommodating. We would love to stay here again for our next trip to California!",Oakland,0
Private Casita with Stunning View,"Me and my husband stayed in Melia’s Casita for a weekend for our anniversary and I must stay, it more than exceeded our expectations! Melia was an amazing host, she put fresh fruit for us, coffee, milk, snacks, and more. She was also very responsive and we had a lovely time chatting with her. As for the Casita it was absolutely beautiful! The touches makes it super unique and quaint, it was extremely clean, and the view was amazing. I must say we really enjoyed our time and will def be back if we come to the Bay Area :)",Oakland,0
Private cottage in enclosed gardens,"We absolutely loved this private cottage right by the Laurel District! It is just a short walk to some neighborhood restaurants and coffee shops, and only a 10 minute drive to Lake Merritt or downtown Oakland. BART is also only 10 minutes away , so you can't beat this place if you want to be secluded, but be close to everything as well! 

The cottage itself has everything you need, and was very clean and cozy. The beautiful gardens and hot tub were an added bonus! We would definitely book again :)",Oakland,0
Private cottage in enclosed gardens,"I don’t want to write a review because I don’t want to share this place with everyone, it’s an amazing spot. Their home is a beautiful spot, clean, quiet, easy parking, easy access to freeway, guides and recommendations for dining and activities in the area, and a patio that we loved! sitting on and drinking our coffees at the end of our day. 
Ben and Jacqueline are amazing hosts, giving us tips on the area and San Fran, warned us about tolls, reservations needed for certain spots, and where the best people watching would be. 
I’d highly recommend seeing if they have an opening for you. ",Oakland,0
Private Room in Idyllic Craftsman,"Christina is a very gracious and thoughtful host.  She was pretty responsive in her timing while we were messaging each other to figure out check-in logistics.  Once in, the house was at a nice temperature and the room was very clean. She had fresh filtered water and a station with coffee and tea in the room. I got to meet her the next day and she is just a lovely and kind person!  (Her dog is full of love as well!)  She made sure that all was okay during my stay.  I highly recommend staying at her place if you ever need to be in Bay/Oakland area.",Oakland,0
Private Room in Idyllic Craftsman,"Christina is the most lovely person. She really looked after me, at a time when I really needed it. I was made to feel completely at home, being offered a bath with some yummy bath salts, and full access to her gorgeous kitchen and everything it had to offer. The room even had a little 'hot shot' machine, that heats up a mug of water for an instant tea! I had never seen that before, but it was the best thing for a cozy stay. Thank you, Christina, for the heart and soul you brought to the AirBnB!",Oakland,0
Private Room in Idyllic Craftsman,"I really enjoyed my stay at Christina’s place. She made it felt just like home. The house has a lot of personality and art, and her dog (Ida) was such a sweetheart! I love that I was welcomed to utilize the living room, kitchen, and patio area. Everything was well equipped. The room itself is nice and clean, and the pillow was comfy. 

Christina was a great host and made sure I had everything I needed to be comfortable. She recommended some great places to check out in Oakland during my visit. The location of the house was fantastic - it was 15 minutes or less from grocery stores, 24 hour fitness, parks, hiking trails, movie theaters, restaurants, etc. Parking in the neighborhood was no issue at all. If I come back to Oakland by myself, I’d definitely stay here again. 

",Oakland,0
Private Room in Idyllic Craftsman,"Christina’s place is a magical haven in the city. The room itself is so spacious and the bed had me sleeping so deeply I forgot where I was when I woke up. It’s supremely quiet there.

One of the most surprising and delightful things about her place is that nothing in the kitchen is off-limits. It’s truly like you’re staying at a friend’s house. I loved her home and yard with ducks! Quack quack 

The neighborhood is pleasant for walking around if you stick to the high streets. I like to walk to cafes and shops, but this location isn’t for doing that. There is plenty within a short drive though. The views walking around the neighborhood were nice ",Oakland,0
Private Stand-Alone Garden Room!,"Louise was such a wonderful host - even though we only crossed paths in person once, her warmth showed through all of her communications with me. This was a lovely, relaxing place to spend a few nights. The outdoor shower was fantastic - I now think all showers should include blue sky, birds chirping, and live plants! Super cozy and comfortable bed, the space heater quickly took care of the chilly nights, lots of little touches like tea and snacks. I would absolutely stay here again if I find myself back in the area!",Oakland,0
Private Stand-Alone Garden Room!,"Louise’s place is a private a room (separate from the main house) with a bed, desk, some chairs and some mirrors. As described, there is no bathroom inside the room. The bathroom and toilet are outside and you have to walk a short path (through a lovely garden) to get there. All linens, towels and toiletries are provided. Louise is also very accommodating. I needed a iron and hair dryer and they were provided for me. Also provided is a space heater, which works well, an  umbrella and a flashlight. Louise is an excellent communicator and host; though we did not get to meet in person, I got a good vibe. I highly recommend staying here!",Oakland,0
Private Stand-Alone Garden Room!,"The best part about staying here is difficult to choose. Louise was great--she was very responsive and respectfully available if you need anything. She also went above and beyond to provide local tips--her guidebook was amazing. The cottage itself was charming and clean as well as outfitted with everything you might need. The bed was comfortable and easy to nest in the fluffy pillows and duvets. The setting was lovely in her amazing garden which you are able to enjoy even if only on your way to and from the outdoor bathroom--which may have been my favorite part! There's something so satisfying about simply existing and appreciating what you have that added the magic ingredient to this stay. This is my 5th Airbnb in the area, and I'd book this one first if it is available!",Oakland,0
"PRIVT Studio In-Law 5Min to Bart&Oracle, 25Min S.F","Julia and Adriana are amazing hosts! If you are visiting Oakland/SF and want to be close to OAK, Oracle Arena/Coliseum--this is where you want to be! I came to Oakland to attend a concert and was blown away by the studio. It is a quick drive from the airport and even shorter drive to Oracle! 

You can tell that a lot of time, effort and care was put into the studio. It was clean, cozy, and offered everything you might need! No detail, no matter how small, was overlooked!

The bathroom featured a great shower with all the amenities (body wash, shampoo, conditioner) and good water pressure--because yes, we all know that matters! :) A double sink with counter space came in super handy as I was staying with a friend. It is well-decorated, well-lit and felt like home. Everything was brand new!

Some of the best details are not currently featured in the photos, so I'd like to call them out: next to the fridge was a cute baker's rack with everything you could possibly need--mugs, cups, wine glasses, plates, bowls, silverware--you name it. They also offered a variety of tea and starbucks ground coffee--as well as sugar, creamer etc. A coffee maker and electric kettle rounded the entire thing out! In the fridge, a filtered water pitcher waits for you, already filled.

A table large enough for four now sits in front of the window where the desk used to be (see pictures for reference). The desk has been moved closer to the door, which makes it a convenient spot to place your keys or bags. 

The bed was big and soft and we honestly fell in love with the comforter. 

Parking is available on and off the street, and the property is gated! 

Communication with Julia and Adriana was great--they were quick to respond and you could tell they were really invested in your comfort--so much hospitality!

Overall, an AMAZING experience. I'm looking forward to coming back--now that I've found this gem, I can't wait for the next concert at Oracle!",Oakland,0
"PRIVT Studio In-Law 5Min to Bart&Oracle, 25Min S.F","This is a beautiful spot. Sparkling clean, cute, and memorable. The decor brings an incredible atmosphere. There’s a plant with a vine along an upper wood beam that just creates a beautiful environment. Our stay was very comfortable, and relaxing. Loved the location in Oakland as well. Very easy to get to downtown Oakland or San Francisco. Check-in was incredibly smooth as well as check out. Everything is just very smooth and laid out for the guest. If you have any questions or concerns the response is very quick. Highly recommend, and planning on coming back. We loved it.",Oakland,0
Quiet and Comfortable 1 bedroom apt,"I suddenly needed a quiet spot to work remotely from and this place was perfect. It was great to wake up, open the window or French doors and get to hear all the birds chirping and see the sun filtering in through the trees. Joelle and Greg are excellent hosts with a top-notch location. Joelle was always fast to reply to messages and was very nice to interact with in person. The unit was super clean, decor was lovely, and had everything I needed. If I ever need another secluded work spot in the future - I sure hope this location will be available. :)",Oakland,0
Quiet and Comfortable 1 bedroom apt,"Joelle is an AMAZING host. Honestly, she went above and beyond to make sure that our stay was as best as it could have been. If we ever come back to Oakland we're definitely going to stay with her again. Read on for more details! Location: Located in Oakland, it takes anywhere from 30 minutes to an hour to get to other places in Oakland/San Francisco/the Bay area. Very easy transportation for Lyft/Uber, which is what we used exclusively while we were there. Never had to wait more than 20 minutes for pick-up. Outside of surge pricing, average cost of Uber trips was around $15 (for somewhere in Oakland/the Bay) up to around $20 (if you wanted to make the trek over the bridge to someplace in San Francisco). Sometimes on the way back to the Airbnb the Uber drivers will get confused (Oakland is huge lol), but if you tell them that you're going to the ""Oakland hills"" that'll help them out a bit. The home: SO clean. Comes with an Alexa set up, which was great because we played music in the mornings and to check that day's weather before we went out. Also has a great security system that Joelle will make sure you know how to use if safety is a concern. In that same vein, the neighborhood the home is located in is very quiet and lovely, so we truly never worried about our safety once we arrived. The washer/dryer hook up is handy for cleaning your clothes. It's a little small to save space, but you could still fit about a week's worth of laundry in there if you want to clean your clothes during your stay or before you leave. And Joelle makes sure that she keeps everything stocked that you might need: blankets (even an extra one), sheets, toilet paper, soap, other toiletries, eating/cooking utensils, etc. It looks exactly as it does in the pictures too, so no need to worry about overly flattering Photoshop enhancements. Joelle herself: Like I mentioned above, Joelle is outstanding. We arrived in Oakland about 2 hours earlier than planned & she was so flexible as she wanted to greet us when we arrived. Once we arrived she personally gave us a tour/rundown of the Airbnb & made sure that we knew how to use the security system. We also needed a ride to the grocery store that next morning (around 9 am). Instead of having us take an Uber, Joelle even drove us to the store herself & waited for us to finish shopping to take us home. She also responds very quickly to any texts/messages, so getting in contact with her was never a problem. And she makes sure to let you know that if you ever need her, for anything, to just let her know. Lastly, she even has a folder for getting to know Oakland/San Fran/the Bay for residents. It's full of places to eat (breakfast, lunch, and dinner), and things (in Oakland...",Oakland,0
Quiet and Comfortable 1 bedroom apt,"Joelle's space is beautiful and amazing! Our favorite space was actually the patio. Me and my bf had work to get done during the trip, and it was amazing sitting out in the sunshine with a glass of wine and our laptops. Downtown SF is an east 20-30 min drive. The neighborhood is lovely. Coffee shops, grocery stores, and restaurants are only 5-10 mins away (at the bottom of the hill). Highly recommend this place! Also, I just noticed Joelle offers a larger space, which is just as beautiful. I hope to be back soon! Thank you for welcoming us, Joelle!",Oakland,0
Secluded backyard cottage,"Laurel and Sky's place was lovely. They had everything we needed for our 2 day stay. It's on a nice hill in a nice neighborhood.  Uber can get expensive, but there is express uber that can get you to the across the bridge for $10<, you just may have to ride with other passengers! 

The cottage is very efficient, and we were coming from a hot place (vegas) so we were able to leave the sliding windows open the best breeze ever! They have all the amenities you'd need on a vacation. Definitely would stay again",Oakland,0
Secluded backyard cottage,"My boyfriend and I loved the backyard cottage! Smaller space, but we still loved that it was very cozy and private for two people, especially just relaxing watching tv. It had everything we needed, and I really appreciated the space heater! We were even able to make use of the mini fridge and toaster oven as well. Sitting on the patio and enjoying the view made for a lovely last few minutes of our stay this morning! 

Communicating with Laurel and Sky was easy, as they replied back to our comments promptly! It was fairly easy to find parking near their premises, and the pathway to the cottage is mostly well lit at night. It is close to BART, safely tucked away in a quiet neighborhood. I would definitely recommend people to stay here!",Oakland,0
Secluded backyard cottage,"We had a wonderful stay in Laurel and Sky’s lovely cottage. The cottage is in a quiet neighborhood and the many windows make it light, sunny and welcoming with a view onto the surrounding hills and the secluded back yard. Even though we arrived very late, Laurel and Skye made our check-in easy and had left some lights on to show us the way. They kindly checked in with us the next day to see if we needed anything. The cottage is very well appointed and  we found everything neat, tidy and very clean. 
We would definitely recommend this rental to other visitors to Oakland. Thank you Laurel and Skye and hope to stay with you again.",Oakland,0
Secluded backyard cottage,"We stayed here for just under two weeks and loved it! With the spring rain we were surrounded by lush green, had a mountain view, a outdoor deck, well renovated and kept studio apartment to be cozy in, and with a car it was easy to get to amenities and ‘the city’. We cooked mostly in the toaster oven and it worked great with some creative meal planning. While we were just behind the main house there was never any noise or disturbance and we had tons of privacy. We only met one of the hosts in person briefly, but all the communication through messages was friendly, prompt, and informative. A really lovey place!",Oakland,0
Spacious Private Garden Studio,"We loved our stay at this stylish studio. The neighborhood was beautiful and we spent a lot of time just walking around and admiring the homes. The place itself was quiet and spacious, with a private entrance and great natural lighting. The shower was hot and we appreciated the tea and coffee in the morning. Check-in was easy using a keypad; however I did have to reach out first on the day of arrival to get the check in information. We also had to park on the street and move the car in the morning - which is standard for the area! Overall we really enjoyed the studio and would definitely return. ",Oakland,0
Spacious Private Garden Studio,"Justin's spot was just as expected since they provide a lot of details, which is always nice with Airbnb. Communication was incredibly fast since I had a few questions in advance. I parked a car and it was very easy to find parking. I left before the street parking time limit kicked in so this wasn't an issue for me. I appreciate that this area feels safe and it's easy and pleasant for walking. 

I loved the photos to describe how to find the entrance to the unit. I wish every host did this...I arrived during the day but still found it super helpful. Thanks!",Oakland,0
